1635289242.7461028,3681230,34641544,228232590,3602115,32784941,63400,3105366,3514462,35422005,5337069,49288
1635289245.149085,3654054,34975839,228024716,3532976,35243150,67294,2557485,3582330,35433194,5266712,36775
1635289245.3493233,3575668,34969389,228089605,3602395,34873717,66336,2582293,3652185,35380817,5357074,61084
1635289245.4494429,3630396,34958682,228043311,3605452,34933565,66251,2542642,3582582,35369567,5363681,53611
1635289245.5495617,3623852,34823108,228111110,3620436,34874954,68744,2558571,3499783,35251177,5427157,54402
1635289245.7497988,3476939,35379362,5355668,50839,3571330,34840663,228112319,3642143,34637221,68936,2732310
1635289245.8499174,3543720,35271534,5338267,42539,3664860,34663021,228094977,3508021,34599936,68117,2501085
1635289245.9500072,3581176,35157546,5418808,62869,3588939,34592458,228005918,3570839,34718050,67140,2569654
1635289246.0501266,3564325,35088338,5343873,55532,3661792,34559978,227990120,3650063,34618261,68265,2513327
1635289246.1502464,3490259,34952170,5407629,57467,3504319,34362620,228100373,3613638,34698556,68200,2695268
1635289246.250366,3620359,35285237,5353172,57633,3536686,34524561,227926820,3621494,34625933,67669,2558551
1635289246.350485,3569618,35068628,5361588,63250,3722015,34684766,228000603,3611236,34573211,69258,2577455
1635289246.450604,3558741,34555877,228026340,3640644,34595582,67710,2585357,3582602,35016046,5325267,60904
1635289246.5507228,3607507,34527705,228091210,3608941,34604292,66915,2592438,3493635,35285650,5337348,59087
1635289246.6508422,3631384,34554154,228104674,3642830,34471384,66530,2398748,3620047,35354471,5312314,61291
1635289246.8510807,3543027,34904685,5338729,58051,3448848,34337116,227999311,3627394,34137538,65683,2667221
1635289246.9512007,3555714,34945234,5320480,54420,3546212,34262699,227999900,3562057,34122921,67347,2627888
1635289247.05132,3564927,35198036,5378305,74130,3590729,34301171,228090813,3631324,34304676,66153,2604170
1635289247.15144,3576156,34935181,5331129,63566,3627743,34439572,228100752,3590370,34217572,65806,2658557
1635289247.2515597,3637601,35253114,5275150,65766,3393740,34239654,228087144,3593674,34316531,68118,2685231
1635289247.351679,3648844,35285392,5311845,71475,3739152,34204198,227959195,3602273,34182389,65820,2543126
1635289247.4517987,3632547,35056749,5349416,69491,3717604,34165500,228076997,3597035,34171637,67735,2489824
1635289247.5519176,3699617,34223606,228026700,3575416,34338444,66764,2559566,3639627,35154755,5184740,57799
1635289247.6520371,3609393,34245302,228027437,3612407,34239033,66932,2689552,3396913,35255714,5273032,66480
1635289247.7521563,3599408,34292773,228046520,3591516,34307426,67643,2666750,3747158,35484198,5320280,67008
1635289247.9523945,3434318,34888429,5348509,63360,3605226,34089165,228127487,3630145,34311013,68032,2729645
1635289248.052514,3583542,34850029,5336724,60578,3738485,34111029,228075155,3529676,34009969,67096,2565494
1635289248.1526334,3634426,35108615,5340597,72793,3539677,33495569,227884214,3727093,34256684,65834,2553330
1635289248.252752,3582259,35141211,5394182,74376,3590038,34100504,228029729,3592674,34034061,67362,2698640
1635289248.3528724,3413912,34641599,5455124,66543,3529945,33960534,228087236,3681049,34006537,67192,2351199
1635289248.4529922,3621797,34779986,5330900,68077,3828495,34142578,228224369,3584627,34203567,67254,2349430
1635289248.5531118,3570592,34882032,5422715,70685,3714260,34163657,228039114,3624758,34038762,71850,2729187
1635289248.653231,3651538,34009711,228100701,3650237,34095543,70093,2571658,3681140,34734413,5459358,72827
1635289248.7533507,3585143,34053884,228089146,3576724,34254135,70111,2725515,3490531,35082733,5300366,68517
1635289248.8534696,3664403,33921676,228038447,3640995,34145817,66656,2680294,3404151,34711653,5415441,66597
1635289249.0537102,3621836,34974008,5296002,76493,3575243,33944514,227988270,3644444,34088766,69802,2681645
1635289249.1538308,3532383,34840951,5324392,58506,3576108,34056741,228040622,3644861,33979047,66269,2474509
