1635279443.7098045,2482921,8443055,0,25194658,16288908,0,0,0
1635279446.5627508,2461720,8598697,0,17688039,20874269,0,0,0
1635279446.5627508,5169603,15071252,0,37824270,29155045,0,0,0
1635279447.5137262,4986312,16429400,0,19628467,33571437,0,0,0
1635279447.5137262,5119837,14936930,0,34885936,28790579,0,0,0
1635279448.464698,4961449,16482537,0,24429620,34408774,0,0,0
1635279449.415666,5106713,14940602,0,35872418,28832119,0,0,0
1635279450.366634,5071167,16711420,0,20178459,33918068,0,0,0
1635279451.3176048,5133991,15049784,0,35908175,28764506,0,0,0
1635279452.2685726,5165537,16254377,0,22461618,35293469,0,0,0
1635279453.2195432,5062798,14721864,0,36488120,28623446,0,0,0
1635279454.1700213,4918086,16146190,0,23429005,33445300,0,0,0
1635279455.120994,5098953,14685862,0,35268774,28701722,0,0,0
1635279456.0719643,5021742,15938794,0,20556971,34842722,0,0,0
1635279457.0229347,5069075,14616939,0,35271995,28683820,0,0,0
1635279457.9739017,4928457,16025633,0,21206428,33435307,0,0,0
1635279458.9248633,5053419,14696828,0,35595187,28632517,0,0,0
1635279459.8758295,5063266,16559248,0,26459941,34410698,0,0,0
1635279460.8267965,5047730,14594965,0,35697589,28584151,0,0,0
1635279461.7777665,4897919,16132674,0,19715079,33353384,0,0,0
