1635273211.0380213,935689,1468255,0,2650518,4430837,6820,1193,385
1635273213.8909938,1552177,4230621,0,19518807,13436040,86002,15102,383
1635273213.8909938,1264609,3029502,0,7968643,6161886,75266,12789,384
1635273214.8419876,1361925,8002400,0,16680983,11773719,116185,26405,383
1635273214.8419876,2108970,2895234,0,7045561,8041715,4231478,935210,399
1635273215.7929664,2447829,9410212,0,26462163,16483356,1461943,613550,397
1635273215.7929664,2017911,2989561,0,7562974,8091370,317186,370587,403
1635273216.7439468,2802149,8834158,0,19069114,16152386,374098,437973,403
1635273217.6949315,2225205,3171301,0,5777054,8219420,333658,372862,402
1635273218.6459265,2914235,9191498,0,22407889,15757852,351443,408325,403
1635273219.59692,2078758,3017459,0,10824479,8092794,352824,414039,403
1635273220.5479207,2687311,7809339,0,20239026,15070934,326290,379482,403
1635273221.4989057,2076209,3043049,0,8317642,8185622,365953,423650,403
1635273222.4498932,3006073,10485631,0,29497559,20618295,337340,396476,403
1635273223.400033,2077760,3021302,0,11613564,8295900,345963,403278,403
1635273224.3510156,2815405,8276507,0,22466352,15819368,330386,386245,403
1635273225.3020022,1976341,2934300,0,10058489,8079578,363741,420823,403
1635273226.252986,2937307,8892098,0,22468636,16931246,339658,398487,403
1635273228.1549592,1895359,2922468,0,8095306,8287969,331248,389012,404
1635273229.105966,2870093,8743024,0,29377744,22446781,341444,396613,403
1635273230.0569685,2032573,2996205,0,8773214,8006593,366644,424319,403
1635273231.0079696,3272309,9748769,0,28882079,21977152,329042,383514,403
1635273231.958966,1984001,3003540,0,8130583,8146917,344186,395381,403
1635273232.9099553,2901924,8878266,0,23788554,16346245,318253,371380,403
1635273233.8600364,2020453,2936513,0,8978411,8114577,374964,427511,403
1635273234.8110218,2758797,8591621,0,19209788,15041378,330260,382867,403
1635273235.762033,2079923,3244056,0,7757071,8083087,336384,394494,403
1635273236.7130296,2809724,7944608,0,25476903,15379402,333241,380165,403
1635273237.6640222,1980458,3062764,0,7331832,8129752,335885,382968,403
1635273238.6150084,2741748,7823308,0,21155094,15146712,406950,459275,402
1635273239.5660021,2184905,3076809,0,8853485,7988410,360433,416070,402
1635273240.5170083,2857714,8358779,0,22936314,16487901,371503,411772,401
1635273241.4679894,2093952,3138743,0,7559313,8034882,360045,418284,402
1635273242.4189713,2916186,8805229,0,18405029,15696244,401585,457490,402
1635273243.3699563,2107856,2958715,0,9942282,8264924,374706,435588,402
1635273244.3200479,3027333,8473060,0,23635107,15772449,354461,404445,402
1635273245.2710352,2020842,3004960,0,8350435,7996813,358016,398779,402
1635273246.222034,2810407,8922136,0,18334604,15319639,405011,473546,403
1635273248.1240308,1991127,3050755,0,8077242,8322400,355238,403626,402
1635273249.075027,3113272,8495335,0,22430656,16686822,387893,437446,402
1635273250.0260205,2065293,2993777,0,9325835,8158698,385901,451804,402
1635273250.9770207,2714027,7594692,0,21024712,14679694,446121,472054,401
1635273251.9280202,2032200,2907444,0,10948418,8269953,628022,754522,401
1635273252.8790216,2861642,7421866,0,20389473,16456905,362378,413641,402
1635273253.8300366,1980869,2969771,0,9800732,8238100,381274,434421,402
1635273254.7810404,2763979,7094169,0,16506617,14976443,380990,438869,402
1635273255.732032,2082581,3015506,0,8952459,8127765,437450,505587,402
1635273256.6830263,2876616,7552020,0,17711436,15667806,363531,411580,402
1635273257.6340165,1956010,2977040,0,8140303,8240441,376699,422848,402
1635273258.5849922,2645792,7547648,0,17467128,14709746,421053,491108,403
1635273259.5359826,2016601,2939923,0,9727453,8199250,443859,505846,402
1635273260.4869735,2819925,7564000,0,17793055,15855097,409911,473081,402
1635273261.4379644,2008446,3163924,0,6757503,8128395,377470,429587,402
1635273262.3889549,2898061,7891764,0,18622807,16436373,380647,432551,402
1635273263.33995,1845452,2931227,0,9173276,8365943,452491,518432,402
1635273264.2900338,2578535,6582529,0,14705985,14225705,386519,447739,403
1635273265.2410314,2018032,2958710,0,9279691,8277407,389577,448455,403
1635273267.1429873,2860626,6916991,0,17943873,15640405,398372,448338,402
1635273268.0939753,1951562,2927393,0,9389959,8322448,484817,593426,402
1635273269.0449681,2545730,6823512,0,17960035,14143055,543133,539780,401
1635273269.9959693,1944534,2887937,0,9570739,8205059,401533,468437,403
