1635279945.7070796,28533871,257848815,1777919555,27282681,272378224,573860,20852682,29537194,281233174,44292186,760504
1635279948.560031,111693686,995814297,6973747721,111927029,998407695,2338169,100680993,111591104,1049410471,168496659,4274651
1635279949.5110316,112902352,1001949395,7020872458,112789293,1006247332,2366460,101380693,112261230,1056648706,170095224,4285503
1635279950.4620156,112741631,1002616255,7021902995,112700091,1004177572,2360308,101567998,114045514,1051729425,167270079,4300941
1635279952.3639944,113097941,1004939870,7054963765,113405913,1007299530,2357324,102277450,114444968,1055763205,170479889,4345193
1635279953.3150039,112978201,1001319974,7067300115,113367884,1005018096,2376614,103021113,112449254,1055990069,170584801,4402371
1635279954.2660124,113498152,1003511272,7049025889,113610360,1005605937,2210603,104182475,112419860,1055235815,168696221,4402316
1635279955.2170298,112770627,1001457464,6997359506,112796266,1003635176,2189436,102053743,111891770,1053647523,169590091,4328332
1635279956.168024,112803180,999154960,7000629737,112985852,1001395528,2201104,102904709,112011368,1051494092,168010892,4352511
1635279957.1190364,112622975,998661298,6985896092,112604267,1002613911,2198982,102466157,111900109,1051644232,169269868,4321797
1635279958.0700333,112220302,997843986,6969971622,112571846,999903602,2191996,102075055,113673258,1047639260,167470804,4335128
1635279959.0210202,112107737,995748564,6974009142,112564580,1001012559,2189367,102059835,111449864,1049094329,168692993,4320216
1635279959.972009,112650281,999932462,6995758035,112973266,1000151518,2203725,102506464,111848199,1052013268,167767077,4357971
1635279960.9229996,112904800,999435448,7007828572,113129976,1004017206,2194631,102570025,112052414,1055544866,170245780,4319258
1635279961.8740094,113098604,1001521973,7016087366,113319761,1003990219,2195577,102816620,112270250,1052704619,169924307,4333077
1635279962.8250065,112609759,999740086,6993395892,112990569,1003031402,2181151,102178883,111796312,1052367515,169335922,4327719
1635279963.776015,112540159,998897513,6977562468,112322981,997883356,2178780,101648813,112752140,1049140378,169422833,4281009
1635279964.727008,112978624,999634742,7020553564,113140710,1004578297,2244050,103034480,112262381,1055046832,169992404,4368884
