1635289870.9398618,132047,616759,0,2563837,2104858,3448,6896,400
1635289873.3931298,37114,104579,0,1448003,820851,2037,4075,400
1635289873.3931298,18625,310511,0,2313877,2182549,597,1193,401
1635289873.493257,15952,76971,0,3204285,1749259,1279,2559,401
1635289874.394439,356209,679755,0,4661178,3713098,3089,6177,401
1635289875.3960361,371859,768283,0,5512827,3025037,3547,7095,400
1635289876.39809,31818,140824,0,10531680,6040023,13971,27941,400
1635289877.4005017,606651,240108,0,5413600,4086000,44343,88687,399
1635289878.3535864,10105,83921,0,8489252,5649781,45331,90661,400
1635289879.356813,14188,52618,0,3013300,1830795,46545,93091,400
1635289880.3601034,30999,206725,0,10061032,5655662,46200,92400,400
1635289881.3629477,8793,256163,0,1838938,1702842,47479,94957,400
1635289882.3661244,7232,79278,0,9962268,5649455,47144,94288,400
1635289883.3693254,13211,44483,0,4722083,1037071,47779,95559,400
1635289884.372196,10393,82693,0,10154678,5648083,47896,95792,400
1635289885.3753808,6984,35788,0,183546,894871,49129,98257,400
1635289886.3785894,8706,75874,0,9887165,5671287,47456,94912,400
1635289887.3815527,3145,31964,0,189774,879788,47842,95684,400
1635289888.3871508,8695,137977,0,10186562,5649726,48294,96588,400
1635289889.390361,12068,431867,0,205177,898950,48218,96436,400
1635289890.3932621,205142,287722,0,13342916,7740197,48771,97543,400
1635289891.396457,61736,89010,0,101775,152785,48566,97132,400
1635289892.399699,13399,96647,0,14620348,7900458,48564,97128,400
1635289893.402757,11625,40630,0,186341,47544,49373,98745,400
1635289894.3557262,80988,275703,0,15022306,7895316,48283,96567,400
1635289895.3593755,89648,92257,0,715823,515433,48811,97621,400
1635289896.3623393,141788,994485,0,16574037,8561829,48458,96916,400
1635289897.3654435,191900,390634,0,994219,739278,48369,96739,400
1635289898.3686042,57291,299189,0,14374167,8337126,48330,96660,400
1635289899.3725471,175036,353124,0,813098,486851,48804,97608,400
1635289900.375696,694055,2185369,0,19413087,10697440,48410,96820,400
1635289901.3787909,275046,689766,0,3346723,2347115,49227,98453,400
1635289902.3817499,162182,1578880,0,15411240,8355020,48796,97592,400
1635289903.384946,204289,456925,0,5274125,2574576,48193,96387,400
1635289904.388063,1296541,1680206,0,19123438,11569569,47800,95600,400
1635289905.3909898,768395,1151115,0,4358599,2934610,48635,97269,400
1635289906.3930485,303161,1298567,0,17259960,9521849,48378,96756,400
1635289907.394413,248283,179899,0,3769750,1681240,47676,95352,400
1635289908.3958774,480751,1030418,0,15255295,10147401,48504,97008,400
1635289909.3971431,88934,452061,0,1660816,1439416,45965,91931,400
1635289910.3984318,174013,1195648,0,18998178,9326113,47664,95328,400
1635289911.399704,43993,415755,0,3326769,1045589,48223,96445,400
1635289912.4009948,925382,1039584,0,19087267,11945482,47851,95703,400
1635289913.4023507,424087,630246,0,3952679,2232941,48123,96245,400
1635289914.4036477,1019960,3829094,0,18681721,13058280,46923,93847,400
1635289915.404938,158130,971721,0,6171463,2579144,48531,97061,400
1635289916.406231,249186,1677429,0,25385599,9938815,46997,93995,400
1635289917.4080763,203095,794613,0,2060259,1909602,48099,96197,400
1635289918.4093406,1009111,2678838,0,27999237,12169312,48053,96107,400
1635289919.4105763,425942,620537,0,580569,2139504,47287,94573,400
1635289920.4118183,625426,3383609,0,17245761,9005782,47715,95431,400
1635289921.4134676,189076,1043455,0,2314097,1059746,47684,95368,400
1635289922.3646724,91037,871350,0,27088864,10717476,47765,95529,400
1635289923.365925,25945,67028,0,327597,51856,47198,94396,400
1635289924.3671887,261891,199689,0,20947333,10229393,46769,93539,400
1635289925.368748,4461,36082,0,109971,59428,47343,94685,400
1635289926.3700135,52905,187906,0,17645898,8567003,46396,92792,400
1635289927.3712823,7641,36738,0,176158,51406,47356,94712,400
1635289928.3724968,138679,1120148,0,18550893,8605927,47508,95016,400
1635289929.3737142,8792,45930,0,151468,54015,48844,97688,400
1635289930.3754385,54536,1511536,0,18044158,8575313,47542,95084,400
1635289931.3766465,3983,52244,0,114067,50619,48165,96331,400
1635289932.3778634,46597,223033,0,18691293,8573743,47626,95252,402
1635289933.379072,6692,33456,0,106639,51698,47996,95992,402
1635289934.380931,125214,602697,0,20029088,9069829,48065,96129,402
1635289935.3821533,31039,157123,0,445207,195212,47229,94459,402
1635289936.383423,69609,236518,0,23237108,10310245,47597,95193,402
1635289937.3846464,49155,54903,0,619342,461188,47372,94744,401
1635289938.3864503,205705,484656,0,23340525,11017934,48042,96084,400
1635289939.3877084,35273,45612,0,111148,143928,47362,94724,400
1635289940.3889554,178350,518796,0,19776907,10417145,47917,95835,400
1635289941.390211,444823,753164,0,2095048,1575555,47509,95017,400
1635289942.3920062,126846,660032,0,21898227,10060973,48308,96616,400
1635289943.3940947,162103,1023221,0,2859397,1765124,48233,96467,400
1635289944.3961992,66678,329911,0,19795786,9790916,48317,96633,400
1635289945.3982515,21484,638871,0,1397334,997209,48403,96807,400
1635289946.4002333,279034,1142981,0,21495840,10454908,48850,97700,400
1635289947.4022737,473555,686104,0,2439213,2479610,48543,97085,400
1635289948.4043472,357351,1495389,0,22168085,10567320,49575,99151,400
1635289949.406277,218317,895524,0,2722215,2420594,48476,96952,400
1635289950.4079516,382090,1846957,0,23380342,10596095,49528,99056,400
1635289951.4093773,66374,477202,0,2345276,208135,49670,99340,400
1635289952.4106274,261291,1835337,0,26826770,10927059,51752,103504,400
1635289953.4118605,60839,665157,0,1470737,778973,51631,103261,400
1635289954.4130855,508672,2042155,0,24504307,11062935,51787,103575,400
1635289955.4151301,110185,523803,0,1352555,1167273,51752,103504,400
1635289956.416359,414852,2123181,0,24375058,10308532,52360,104720,400
1635289957.4175787,179245,574559,0,591981,1011643,53046,106092,400
1635289958.4187932,322455,1597969,0,23626686,9971959,51796,103592,400
1635289959.4200137,53688,582084,0,1902868,356267,51815,103629,400
1635289960.4212732,263903,1460830,0,25461492,9684170,52170,104340,400
1635289961.4225044,97780,679966,0,518988,1239839,52130,104260,400
1635289962.424386,267862,1477702,0,21870270,9754444,51947,103895,400
1635289963.3755646,100141,313769,0,229163,1228177,51796,103592,400
1635289964.3771696,258510,1477490,0,24385002,9714414,28639,57277,400
1635289965.3784165,108738,368127,0,487066,849312,12188,24376,399
1635289966.3797536,257713,1387937,0,24312945,9727215,3199,6399,400
1635289967.3810074,102177,454475,0,1152273,397165,2935,5869,399
