now running 1 memBw microbenchmarks
# started on Mon Oct 18 17:20:46 2021

     1.004953761,S0,64,164434,,LLC-loads-misses,25918714224,40.30,25.53,of all LL-cache hits
     1.004953761,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     1.004953761,S0,64,643962,,LLC-loads,25881845088,40.26,,
     1.004953761,S0,1,<not supported>,,LLC-stores,0,100.00,,
     1.004953761,S0,64,0,,LLC-prefetches,12799700010,19.92,,
     1.004953761,S0,64,12169118,,mem-loads,12800230386,19.94,,
     1.004953761,S0,64,3809559,,mem-stores,12800923616,19.95,,
     1.004953761,S8,64,84712,,LLC-loads-misses,25892389164,40.27,23.63,of all LL-cache hits
     1.004953761,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     1.004953761,S8,64,358562,,LLC-loads,25876256884,40.26,,
     1.004953761,S8,1,<not supported>,,LLC-stores,0,100.00,,
     1.004953761,S8,64,0,,LLC-prefetches,12799652352,19.93,,
     1.004953761,S8,64,951890,,mem-loads,12800533454,19.94,,
     1.004953761,S8,64,443604,,mem-stores,12800377112,19.96,,
     2.011014485,S0,64,81748,,LLC-loads-misses,25605170058,39.77,16.31,of all LL-cache hits
     2.011014485,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     2.011014485,S0,64,358329,,LLC-loads,25978692684,40.35,,
     2.011014485,S0,1,<not supported>,,LLC-stores,0,100.00,,
     2.011014485,S0,64,0,,LLC-prefetches,12800346412,19.88,,
     2.011014485,S0,64,12178884,,mem-loads,12800621550,19.88,,
     2.011014485,S0,64,4208634,,mem-stores,12800502230,19.88,,
     2.011014485,S8,64,32904,,LLC-loads-misses,25600885196,39.77,10.03,of all LL-cache hits
     2.011014485,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     2.011014485,S8,64,297817,,LLC-loads,25978718398,40.35,,
     2.011014485,S8,1,<not supported>,,LLC-stores,0,100.00,,
     2.011014485,S8,64,0,,LLC-prefetches,12800230800,19.88,,
     2.011014485,S8,64,994537,,mem-loads,12800602364,19.88,,
     2.011014485,S8,64,473710,,mem-stores,12800481522,19.88,,
     3.012767327,S0,64,319868,,LLC-loads-misses,25600897532,39.93,54.59,of all LL-cache hits
     3.012767327,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     3.012767327,S0,64,755600,,LLC-loads,25713099678,40.10,,
     3.012767327,S0,1,<not supported>,,LLC-stores,0,100.00,,
     3.012767327,S0,64,0,,LLC-prefetches,12800382518,19.96,,
     3.012767327,S0,64,15502203,,mem-loads,12800525772,19.96,,
     3.012767327,S0,64,6095054,,mem-stores,12800743686,19.97,,
     3.012767327,S8,64,465602,,LLC-loads-misses,25600862556,39.93,59.55,of all LL-cache hits
     3.012767327,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     3.012767327,S8,64,1689235,,LLC-loads,25713502816,40.11,,
     3.012767327,S8,1,<not supported>,,LLC-stores,0,100.00,,
     3.012767327,S8,64,0,,LLC-prefetches,12800283630,19.96,,
     3.012767327,S8,64,4802558,,mem-loads,12800632432,19.97,,
     3.012767327,S8,64,3276578,,mem-stores,12800720620,19.97,,
     4.014808229,S0,64,149288,,LLC-loads-misses,25600801278,39.92,26.85,of all LL-cache hits
     4.014808229,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     4.014808229,S0,64,465757,,LLC-loads,25727987326,40.12,,
     4.014808229,S0,1,<not supported>,,LLC-stores,0,100.00,,
     4.014808229,S0,64,0,,LLC-prefetches,12822632536,20.00,,
     4.014808229,S0,64,28663639,,mem-loads,12800647384,19.96,,
     4.014808229,S0,64,4986059,,mem-stores,12800484904,19.96,,
     4.014808229,S8,64,244365,,LLC-loads-misses,25600908132,39.92,32.35,of all LL-cache hits
     4.014808229,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     4.014808229,S8,64,676126,,LLC-loads,25706973328,40.09,,
     4.014808229,S8,1,<not supported>,,LLC-stores,0,100.00,,
     4.014808229,S8,64,0,,LLC-prefetches,12844276804,20.03,,
     4.014808229,S8,64,3286692,,mem-loads,12800611418,19.96,,
     4.014808229,S8,64,2590592,,mem-stores,12800698682,19.96,,
     5.016684279,S0,64,61708,,LLC-loads-misses,25600865946,39.92,12.02,of all LL-cache hits
     5.016684279,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     5.016684279,S0,64,343124,,LLC-loads,25602708346,39.93,,
     5.016684279,S0,1,<not supported>,,LLC-stores,0,100.00,,
     5.016684279,S0,64,0,,LLC-prefetches,12912729044,20.14,,
     5.016684279,S0,64,12341307,,mem-loads,12800576490,19.97,,
     5.016684279,S0,64,4484325,,mem-stores,12800525688,19.97,,
     5.016684279,S8,64,34748,,LLC-loads-misses,25600900846,39.92,5.24,of all LL-cache hits
     5.016684279,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     5.016684279,S8,64,295673,,LLC-loads,25600775924,39.93,,
     5.016684279,S8,1,<not supported>,,LLC-stores,0,100.00,,
     5.016684279,S8,64,0,,LLC-prefetches,12912654512,20.14,,
     5.016684279,S8,64,984994,,mem-loads,12800540936,19.97,,
     5.016684279,S8,64,476397,,mem-stores,12800528372,19.97,,
     6.018412474,S0,64,56063,,LLC-loads-misses,25600968086,39.93,11.51,of all LL-cache hits
     6.018412474,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     6.018412474,S0,64,356941,,LLC-loads,25600969552,39.93,,
     6.018412474,S0,1,<not supported>,,LLC-stores,0,100.00,,
     6.018412474,S0,64,0,,LLC-prefetches,12911872748,20.14,,
     6.018412474,S0,64,11976345,,mem-loads,12800386568,19.97,,
     6.018412474,S0,64,4486620,,mem-stores,12800446338,19.97,,
     6.018412474,S8,64,33931,,LLC-loads-misses,25600952480,39.93,5.37,of all LL-cache hits
     6.018412474,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     6.018412474,S8,64,470453,,LLC-loads,25600926698,39.93,,
     6.018412474,S8,1,<not supported>,,LLC-stores,0,100.00,,
     6.018412474,S8,64,0,,LLC-prefetches,12912027410,20.14,,
     6.018412474,S8,64,984594,,mem-loads,12800341296,19.97,,
     6.018412474,S8,64,488609,,mem-stores,12800464428,19.97,,
     7.020153753,S0,64,50813,,LLC-loads-misses,25600890102,39.93,10.16,of all LL-cache hits
     7.020153753,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     7.020153753,S0,64,575670,,LLC-loads,25600873852,39.93,,
     7.020153753,S0,1,<not supported>,,LLC-stores,0,100.00,,
     7.020153753,S0,64,0,,LLC-prefetches,12911579352,20.14,,
     7.020153753,S0,64,12195243,,mem-loads,12800534440,19.97,,
     7.020153753,S0,64,4157898,,mem-stores,12800500376,19.97,,
     7.020153753,S8,64,29816,,LLC-loads-misses,25600945800,39.93,4.72,of all LL-cache hits
     7.020153753,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     7.020153753,S8,64,638037,,LLC-loads,25600791052,39.93,,
     7.020153753,S8,1,<not supported>,,LLC-stores,0,100.00,,
     7.020153753,S8,64,0,,LLC-prefetches,12911779024,20.14,,
     7.020153753,S8,64,1040930,,mem-loads,12800305650,19.97,,
     7.020153753,S8,64,489779,,mem-stores,12800593154,19.97,,
     8.021879483,S0,64,42787,,LLC-loads-misses,25600859840,39.93,8.95,of all LL-cache hits
     8.021879483,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     8.021879483,S0,64,325004,,LLC-loads,25600992074,39.93,,
     8.021879483,S0,1,<not supported>,,LLC-stores,0,100.00,,
     8.021879483,S0,64,0,,LLC-prefetches,12911195398,20.14,,
     8.021879483,S0,64,12163219,,mem-loads,12800540916,19.97,,
     8.021879483,S0,64,4514300,,mem-stores,12800424636,19.97,,
     8.021879483,S8,64,63428,,LLC-loads-misses,25600903456,39.93,10.19,of all LL-cache hits
     8.021879483,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     8.021879483,S8,64,553254,,LLC-loads,25600940700,39.93,,
     8.021879483,S8,1,<not supported>,,LLC-stores,0,100.00,,
     8.021879483,S8,64,0,,LLC-prefetches,12911591562,20.14,,
     8.021879483,S8,64,1041550,,mem-loads,12800394034,19.97,,
     8.021879483,S8,64,1052119,,mem-stores,12800498444,19.97,,
     9.023619556,S0,64,55544,,LLC-loads-misses,25600864122,39.93,12.01,of all LL-cache hits
     9.023619556,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
     9.023619556,S0,64,338983,,LLC-loads,25600881770,39.93,,
     9.023619556,S0,1,<not supported>,,LLC-stores,0,100.00,,
     9.023619556,S0,64,0,,LLC-prefetches,12912367682,20.14,,
     9.023619556,S0,64,12019416,,mem-loads,12800512012,19.97,,
     9.023619556,S0,64,4318458,,mem-stores,12800454838,19.97,,
     9.023619556,S8,64,32956,,LLC-loads-misses,25600941096,39.93,5.56,of all LL-cache hits
     9.023619556,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
     9.023619556,S8,64,353956,,LLC-loads,25600978972,39.93,,
     9.023619556,S8,1,<not supported>,,LLC-stores,0,100.00,,
     9.023619556,S8,64,0,,LLC-prefetches,12912432738,20.14,,
     9.023619556,S8,64,989790,,mem-loads,12800339866,19.97,,
     9.023619556,S8,64,487583,,mem-stores,12800346726,19.97,,
    10.025388093,S0,64,41875,,LLC-loads-misses,25600844444,39.93,9.35,of all LL-cache hits
    10.025388093,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
    10.025388093,S0,64,316081,,LLC-loads,25600927310,39.93,,
    10.025388093,S0,1,<not supported>,,LLC-stores,0,100.00,,
    10.025388093,S0,64,0,,LLC-prefetches,12861721724,20.06,,
    10.025388093,S0,64,12322195,,mem-loads,12865525046,20.07,,
    10.025388093,S0,64,4435666,,mem-stores,12800444910,19.96,,
    10.025388093,S8,64,25430,,LLC-loads-misses,25600871754,39.93,4.50,of all LL-cache hits
    10.025388093,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
    10.025388093,S8,64,319636,,LLC-loads,25601012848,39.93,,
    10.025388093,S8,1,<not supported>,,LLC-stores,0,100.00,,
    10.025388093,S8,64,0,,LLC-prefetches,12839815964,20.03,,
    10.025388093,S8,64,1015673,,mem-loads,12887529612,20.10,,
    10.025388093,S8,64,479834,,mem-stores,12800524890,19.96,,
    11.027122795,S0,64,246673,,LLC-loads-misses,25601372868,39.93,54.28,of all LL-cache hits
    11.027122795,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
    11.027122795,S0,64,519143,,LLC-loads,25600907164,39.93,,
    11.027122795,S0,1,<not supported>,,LLC-stores,0,100.00,,
    11.027122795,S0,64,0,,LLC-prefetches,12800637248,19.97,,
    11.027122795,S0,64,11936364,,mem-loads,12911523414,20.14,,
    11.027122795,S0,64,4956628,,mem-stores,12800587236,19.97,,
    11.027122795,S8,64,30702,,LLC-loads-misses,25600671582,39.93,5.68,of all LL-cache hits
    11.027122795,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
    11.027122795,S8,64,297656,,LLC-loads,25600994116,39.93,,
    11.027122795,S8,1,<not supported>,,LLC-stores,0,100.00,,
    11.027122795,S8,64,0,,LLC-prefetches,12800398514,19.97,,
    11.027122795,S8,64,994292,,mem-loads,12912393752,20.14,,
    11.027122795,S8,64,499702,,mem-stores,12800316756,19.96,,
    12.028874611,S0,64,51335,,LLC-loads-misses,25600699054,39.93,11.56,of all LL-cache hits
    12.028874611,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
    12.028874611,S0,64,329794,,LLC-loads,25600787380,39.93,,
    12.028874611,S0,1,<not supported>,,LLC-stores,0,100.00,,
    12.028874611,S0,64,0,,LLC-prefetches,12800417350,19.96,,
    12.028874611,S0,64,11927347,,mem-loads,12913464178,20.14,,
    12.028874611,S0,64,3951504,,mem-stores,12800429406,19.96,,
    12.028874611,S8,64,36052,,LLC-loads-misses,25600678194,39.93,6.84,of all LL-cache hits
    12.028874611,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
    12.028874611,S8,64,374641,,LLC-loads,25600787804,39.93,,
    12.028874611,S8,1,<not supported>,,LLC-stores,0,100.00,,
    12.028874611,S8,64,0,,LLC-prefetches,12800495448,19.96,,
    12.028874611,S8,64,1022376,,mem-loads,12913346356,20.14,,
    12.028874611,S8,64,537193,,mem-stores,12800429552,19.96,,
    13.030637999,S0,64,75058,,LLC-loads-misses,25600752358,39.93,17.21,of all LL-cache hits
    13.030637999,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
    13.030637999,S0,64,341324,,LLC-loads,25600797220,39.93,,
    13.030637999,S0,1,<not supported>,,LLC-stores,0,100.00,,
    13.030637999,S0,64,0,,LLC-prefetches,12800466436,19.96,,
    13.030637999,S0,64,12378897,,mem-loads,12913156714,20.14,,
    13.030637999,S0,64,4429428,,mem-stores,12800525378,19.96,,
    13.030637999,S8,64,147441,,LLC-loads-misses,25600847154,39.93,26.33,of all LL-cache hits
    13.030637999,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
    13.030637999,S8,64,954512,,LLC-loads,25600877026,39.93,,
    13.030637999,S8,1,<not supported>,,LLC-stores,0,100.00,,
    13.030637999,S8,64,0,,LLC-prefetches,12800399742,19.96,,
    13.030637999,S8,64,2270530,,mem-loads,12913013842,20.14,,
    13.030637999,S8,64,1015357,,mem-stores,12800524366,19.97,,
    14.032384869,S0,64,46309,,LLC-loads-misses,25600867764,39.93,10.81,of all LL-cache hits
    14.032384869,S0,1,<not supported>,,LLC-store-misses,0,100.00,,
    14.032384869,S0,64,325061,,LLC-loads,25600949652,39.93,,
    14.032384869,S0,1,<not supported>,,LLC-stores,0,100.00,,
    14.032384869,S0,64,0,,LLC-prefetches,12800427702,19.97,,
    14.032384869,S0,64,12010504,,mem-loads,12912342514,20.14,,
    14.032384869,S0,64,4495139,,mem-stores,12800475358,19.97,,
    14.032384869,S8,64,29423,,LLC-loads-misses,25600739932,39.93,5.42,of all LL-cache hits
    14.032384869,S8,1,<not supported>,,LLC-store-misses,0,100.00,,
    14.032384869,S8,64,316989,,LLC-loads,25600918622,39.93,,
