now running 1 l2 microbenchmarks
0,0,0
18870,37487,400
1601,267,363
999,168,363
138,23,363
228,38,363
72,12,363
885,150,363
87,14,362
50,12,364
57,10,362
102,17,362
52,10,365
659,110,363
2177,365,363
284,48,362
48,8,362
45,7,362
15,3,363
57,9,362
12328,2073,363
334,57,363
117,19,363
311,52,363
42,7,362
26,5,360
570,96,363
60,10,362
6,1,362
12,2,364
9180,1659,364
now running 2 l2 microbenchmarks
30,5,363
32202,55184,386
7695,1289,364
7960,1331,364
737,128,366
1332,225,364
595,99,364
251,46,364
312,52,364
46,10,368
294,50,366
81,14,364
1041,175,364
289,48,363
195,33,363
175,29,364
81,14,363
18,3,362
96,16,364
120,20,365
154,29,368
210,35,366
1086,184,364
221,37,363
209,35,365
105,18,365
428,71,363
176,30,364
93,15,367
53,9,362
32191,5547,364
now running 4 l2 microbenchmarks
9,2,361
0,0,0
64193,88877,379
2132,357,370
1536,258,370
5726,963,368
423,76,372
528,92,372
556,93,368
612,103,368
1332,224,369
3064,517,370
279,47,372
567,97,371
210,35,367
581,97,370
174,29,373
273,45,372
127,24,373
147,24,369
371,62,372
3774,633,369
7451,1255,370
934,158,372
218,40,375
1086,183,371
299,65,376
81,13,371
90,15,373
171,29,371
67690,11759,369
75,12,366
now running 8 l2 microbenchmarks
18,3,363
48913,42137,369
164442,140664,372
63491,44921,374
2417,416,372
4226,739,371
987,174,367
1149,197,369
1306,220,368
5583,979,371
7318,1257,366
749,135,367
229,40,366
217,39,367
479,94,368
659,112,367
19659,3376,366
9443,1760,366
337,78,369
1153,207,364
418,81,367
248,45,365
163,44,370
151,35,367
109,37,370
171,49,373
36,6,366
94,17,365
38,10,365
324,67,368
9384,2707,372
6,1,364
3,1,366
0,0,0
now running 16 l2 microbenchmarks
0,0,0
47656,42380,369
167338,132823,371
192754,130479,370
125519,90359,373
21211,37922,390
70568,55717,372
4975,896,370
1723,327,368
879,174,370
3290,598,370
1271,230,369
280,70,373
728,142,370
1252,254,372
4303,769,368
586,104,370
284,63,369
269,54,369
1850,318,367
1991,375,369
393,84,369
172,47,375
456,95,369
232,41,368
3438,607,367
7725,1365,368
1184,243,370
248,55,372
297,54,372
37703,9575,374
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
now running 32 l2 microbenchmarks
0,0,0
0,0,0
21200,37894,388
235333,168057,370
98231,110500,373
170483,107122,372
141511,88882,373
135403,116252,374
141964,98026,372
191230,138036,375
157379,120646,375
53930,59048,379
15230,2960,370
4073,776,368
1803,517,373
4965,884,366
2282,462,369
1528,309,369
24701,4621,368
1131,282,373
1810,405,371
800,197,373
517,129,372
287,82,374
631,148,373
721,178,372
3064,674,370
663,166,374
8796,1846,371
286,122,388
12026,5354,388
5614,9503,417
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
