1635340114.8697684,272053,1155639,0,3916594,2342419,0,0,0
1635340117.122645,224953,1988708,0,1208349,3599832,0,0,0
1635340117.122645,280314,1348507,0,4113520,2366996,0,0,0
1635340117.222779,229673,2270777,0,5244067,4780679,0,0,0
1635340117.973707,328853,1462966,0,4558083,3012058,0,0,0
1635340118.9749184,274388,2501958,0,4558121,4499644,0,0,0
1635340119.9761705,345243,1375773,0,3968730,2785955,0,0,0
1635340120.9774241,282509,2303803,0,3591466,4507501,0,0,0
1635340121.9786813,350882,1171104,0,3526985,2695097,0,0,0
1635340122.9800186,297460,2185253,0,4062973,4030804,0,0,0
1635340123.9812825,373815,1245717,0,4598482,2747923,0,0,0
1635340124.982478,276827,2160832,0,1930088,3552921,0,0,0
1635340125.9836717,360763,1328898,0,3988709,2680541,0,0,0
1635340126.9848678,274232,2182562,0,3441313,3563534,0,0,0
1635340127.9860747,367124,1393898,0,4152580,2743628,0,0,0
1635340128.9872653,407516,2325978,0,3931106,4288317,0,0,0
1635340129.9884825,383942,1454825,0,4261892,2915339,0,0,0
1635340130.9396608,298554,2247281,0,4540794,3567555,0,0,0
1635340131.940858,365974,1398427,0,4388796,2606607,0,0,0
1635340132.9420598,307783,2200988,0,4477158,3526284,0,0,0
1635340133.9432673,397435,1383628,0,4705998,2884081,0,0,0
1635340134.9444718,303402,2246800,0,2362723,3580744,0,0,0
1635340135.9456718,398990,1459660,0,4257839,2872450,0,0,0
1635340136.9468849,307238,2244424,0,2276887,3589691,0,0,0
1635340137.9480789,403049,1476729,0,4394937,2966066,0,0,0
1635340138.949885,310788,2262554,0,2796475,3587150,0,0,0
1635340139.9512367,409768,1538574,0,4574681,2977190,0,0,0
1635340140.9526272,311645,2271925,0,4282631,3573660,0,0,0
1635340141.953987,430015,1470357,0,4915182,3080797,0,0,0
1635340142.9553668,325559,2338727,0,2993318,3512213,0,0,0
1635340143.956718,413626,1514626,0,4618197,3021373,0,0,0
1635340144.9580715,323015,2316191,0,2693331,3516012,0,0,0
1635340145.9594202,419709,1496562,0,4650753,3090723,0,0,0
1635340146.960771,324489,2351449,0,1237205,3504796,0,0,0
1635340147.962122,430105,1482044,0,4248671,3114144,0,0,0
1635340148.9634938,324842,2349633,0,3033307,3476072,0,0,0
1635340149.964842,418647,1470495,0,4604102,3038824,0,0,0
1635340150.966196,319064,2335162,0,2346946,3474089,0,0,0
1635340151.967562,422799,1522017,0,4497230,3033993,0,0,0
1635340152.9689379,318148,2306127,0,2581555,3324661,0,0,0
1635340153.9701293,435015,1521783,0,4331743,3180907,0,0,0
1635340154.9713898,327283,2343265,0,3452473,3440619,0,0,0
